id,Label
M066_A1-21/05/2015,0.08654041301385011
M066_A1-22/05/2015,0.08482510283449526
M066_A1-23/05/2015,0.08718794679980303
M066_A1-24/05/2015,0.08752387846579616
M066_A1-25/05/2015,0.08482510283449354
M066_A1-26/05/2015,0.08685991788307608
M066_A1-27/05/2015,0.09040307417511938
M066_A1-28/05/2015,0.09040307417511938
M066_A1-29/05/2015,0.08718794679992152
M066_A1-30/05/2015,0.08563751625680324
M066_A1-31/05/2015,0.08821672333824833
M066_A1-01/06/2015,0.08929651307004309
M066_A1-02/06/2015,0.08786704855130155
M066_A1-03/06/2015,0.08294711826751736
M066_A1-04/06/2015,0.0821122779360754
M066_A1-05/06/2015,0.08311618647452138
M066_A1-06/06/2015,0.08249316214536506
M066_A1-07/06/2015,0.0853563501979008
M066_A1-08/06/2015,0.09040307417511938
M066_A1-09/06/2015,0.09040307417511938
M066_A1-10/06/2015,0.09040307417511938
M066_A1-11/06/2015,0.09040307418598566
M066_A1-12/06/2015,0.09040307417577044
M066_A1-13/06/2015,0.09040307417511946
M066_A1-14/06/2015,0.09040307417513797
M066_A1-15/06/2015,0.09040307465018003
M066_A1-16/06/2015,0.09040307427539142
M066_A1-17/06/2015,0.09040307572918173
M066_A1-18/06/2015,0.0904031655473826
M066_A1-19/06/2015,0.09040307417547934
M066_A1-20/06/2015,0.09040307417511938
M066_A1-21/06/2015,0.09040307417511938
M066_A1-22/06/2015,0.09040307417511938
M066_A1-23/06/2015,0.09040309080567992
M066_A1-24/06/2015,0.0904032805617032
M066_A1-25/06/2015,0.09040307445797142
M066_A1-26/06/2015,0.0900328730934085
M066_A1-27/06/2015,0.08929651714065441
M066_A1-28/06/2015,0.08929694595848327
M066_A1-29/06/2015,0.09003313080774629
M066_A1-30/06/2015,0.09040307417553682
M066_A1-01/07/2015,0.09003287306434003
M066_A1-02/07/2015,0.09003287440282957
M066_A1-03/07/2015,0.090403074331506
M066_A1-04/07/2015,0.090403075330669
M066_A1-05/07/2015,0.09040307418319916
M066_A1-06/07/2015,0.09040307421339923
M066_A1-07/07/2015,0.09040307418319916
M066_A1-08/07/2015,0.09040307430034401
M066_A1-09/07/2015,0.09040307417511938
M066_A1-10/07/2015,0.09040307417511938
M066_A1-11/07/2015,0.09040307419966366
M066_A1-12/07/2015,0.09040307430997209
M066_A1-13/07/2015,0.09040678297930428
M066_A1-14/07/2015,0.09040512491331791
M066_A1-15/07/2015,0.09040307418448941
M066_A1-16/07/2015,0.09040307417531838
M066_A1-17/07/2015,0.0904030741779837
M066_A1-18/07/2015,0.09040307417513128
M066_A1-19/07/2015,0.09040307417511938
M066_A1-20/07/2015,0.09040307417511938
M066_A1-21/07/2015,0.09040307417511938
